player_name,team,position,nation,pass_accuracy,passes_attempted,passes_completed,cross_accuracy,crosses_attempted,crosses_completed,free_kicks
Julian Ryerson,B. Dortmund,DEFENDER,NOR,84.45,270.0,233.0,30.44,46.0,14.0,12.0
Federico Gatti,Juventus,UNKNOWN,ITA,84.4,168.0,149.0,0.0,0.0,0.0,2.0
Conor Bradley,Liverpool,UNKNOWN,NIR,84.4,140.0,120.0,0.0,5.0,0.0,5.0
Lorenzo Pirola,Olympiacos,FULL_BACK,ITA,84.3,349.0,300.0,0.0,0.0,0.0,11.0
Wilfried Singo,Galatasaray,UNKNOWN,CIV,84.29,250.0,219.0,42.86,7.0,3.0,3.0
Trent Alexander-Arnold,Real Madrid,UNKNOWN,ENG,84.29,250.0,210.0,28.01,25.0,7.0,6.0
Håkon Evjen,Bodø/Glimt,CENTRAL_MIDFIELDER,NOR,84.25,321.0,276.0,33.34,3.0,1.0,3.0
Cole Palmer,Chelsea,UNKNOWN,ENG,84.25,101.0,85.0,14.29,7.0,1.0,1.0
Kyriani Sabbe,Club Brugge,UNKNOWN,BEL,84.23,390.0,329.0,27.78,18.0,5.0,4.0
Eberechi Eze,Arsenal,UNKNOWN,ENG,84.23,218.0,188.0,22.23,9.0,2.0,1.0
Emerson,Marseille,FULL_BACK,ITA,84.2,191.0,164.0,7.7,13.0,1.0,4.0
Iñigo Ruiz De Galarreta,Athletic Club,UNKNOWN,ESP,84.15,160.0,134.0,16.67,6.0,1.0,5.0
Nathaniel Brown,Frankfurt,UNKNOWN,GER,84.13,233.0,201.0,33.34,9.0,3.0,5.0
Serhou Guirassy,B. Dortmund,STRIKER,GUI,84.1,197.0,166.0,0.0,0.0,0.0,0.0
Vitězslav Jaroš,Ajax,UNKNOWN,CZE,84.0,280.0,234.0,0.0,0.0,0.0,6.0
Tino Livramento,Newcastle,UNKNOWN,ENG,84.0,119.0,99.0,40.0,10.0,4.0,2.0
Filippo Mane,B. Dortmund,UNKNOWN,ITA,84.0,61.0,51.0,0.0,2.0,0.0,1.0
Marten de Roon,Atalanta,CENTRAL_MIDFIELDER,NED,83.92,521.0,439.0,16.67,6.0,1.0,23.0
Kenan Yıldız,Juventus,UNKNOWN,TUR,83.9,309.0,263.0,20.0,35.0,7.0,2.0
Timothy Weah,Marseille,STRIKER,USA,83.86,228.0,193.0,18.75,16.0,3.0,0.0
Junnosuke Suzuki,Copenhagen,UNKNOWN,JPN,83.86,225.0,189.0,66.67,6.0,4.0,7.0
Lewis Miley,Newcastle,UNKNOWN,ENG,83.86,163.0,144.0,33.34,3.0,1.0,2.0
David Neres,Napoli,STRIKER,BRA,83.84,93.0,77.0,33.34,15.0,5.0,1.0
Muhammed Cham,Slavia Praha,UNKNOWN,AUT,83.84,80.0,68.0,10.0,10.0,1.0,7.0
Yoram Zague,Copenhagen,UNKNOWN,FRA,83.8,64.0,49.0,25.0,4.0,1.0,2.0
Georgiy Sudakov,Benfica,ATTACKING_MIDFIELDER,UKR,83.78,255.0,216.0,25.0,36.0,9.0,12.0
Kevin Mac Allister,Union SG,UNKNOWN,ITA,83.75,222.0,186.0,0.0,1.0,0.0,2.0
Joan García,Barcelona,GOALKEEPER,ESP,83.72,248.0,206.0,0.0,0.0,0.0,23.0
Fredrik Aursnes,Benfica,DEFENSIVE_MIDFIELDER,NOR,83.7,413.0,350.0,33.34,24.0,8.0,6.0
Youssoufa Moukoko,Copenhagen,UNKNOWN,GER,83.67,61.0,51.0,0.0,0.0,0.0,0.0
Giacomo Raspadori,Atalanta,UNKNOWN,ITA,83.67,59.0,50.0,57.15,7.0,4.0,0.0
Asier Hierro,Athletic Club,FORWARD,ESP,83.67,14.0,11.0,0.0,0.0,0.0,0.0
Arthur Theate,Frankfurt,CENTRE_BACK,BEL,83.63,440.0,377.0,0.0,2.0,0.0,8.0
Christos Mouzakitis,Olympiacos,UNKNOWN,GRE,83.6,351.0,289.0,22.23,18.0,4.0,7.0
Pedro Bicalho,Qarabağ,UNKNOWN,BRA,83.5,387.0,332.0,0.0,2.0,0.0,11.0
Damir Kassabulat,Kairat Almaty,UNKNOWN,KAZ,83.5,152.0,125.0,0.0,0.0,0.0,7.0
Kenneth Taylor,Ajax,CENTRAL_MIDFIELDER,NED,83.5,126.0,109.0,20.0,10.0,2.0,10.0
Carney Chukwuemeka,B. Dortmund,UNKNOWN,AUT,83.5,105.0,90.0,0.0,1.0,0.0,2.0
Badavi Hüseynov,Qarabağ,CENTRE_BACK,AZE,83.5,45.0,37.0,0.0,0.0,0.0,2.0
Rafa Silva,Benfica,STRIKER,POR,83.5,42.0,35.0,0.0,0.0,0.0,0.0
Jun'Ai Byfield,Tottenham,UNKNOWN,ENG,83.5,14.0,13.0,0.0,0.0,0.0,0.0
Félix Lemarechal,Club Brugge,MIDFIELDER,FRA,83.5,10.0,9.0,0.0,1.0,0.0,0.0
Berkan Kutlu,Galatasaray,UNKNOWN,TUR,83.5,7.0,6.0,0.0,0.0,0.0,0.0
Jacob Ramsey,Newcastle,UNKNOWN,ENG,83.45,153.0,140.0,50.0,2.0,1.0,0.0
Murphy Dorley,Slavia Praha,UNKNOWN,LBR,83.4,156.0,132.0,0.0,1.0,0.0,2.0
Florian Wirtz,Liverpool,WINGER,GER,83.34,353.0,298.0,23.08,13.0,3.0,1.0
Facundo Buonanotte,Chelsea,MIDFIELDER,ARG,83.34,63.0,52.0,50.0,2.0,1.0,0.0
Dominic Solanke,Tottenham,UNKNOWN,ENG,83.34,26.0,22.0,100.0,1.0,1.0,0.0
Ben White,Arsenal,UNKNOWN,ENG,83.25,159.0,140.0,20.0,5.0,1.0,4.0
Wojciech Szczęsny,Barcelona,GOALKEEPER,POL,83.25,114.0,96.0,0.0,0.0,0.0,4.0
Amar Dedić,Benfica,UNKNOWN,BIH,83.2,348.0,288.0,0.0,11.0,0.0,8.0
Lewis Hall,Newcastle,UNKNOWN,ENG,83.2,306.0,257.0,30.0,20.0,6.0,7.0
Antoine Griezmann,Atleti,STRIKER,FRA,83.19,273.0,235.0,15.79,19.0,3.0,6.0
Manuel Neuer,Bayern München,GOALKEEPER,GER,83.15,280.0,225.0,0.0,0.0,0.0,11.0
Quina,Pafos,MIDFIELDER,POR,83.15,104.0,86.0,100.0,1.0,1.0,0.0
Sergi Cardona,Villarreal,UNKNOWN,ESP,83.13,186.0,161.0,31.58,19.0,6.0,6.0
Marcus Thuram,Inter,WINGER,FRA,83.12,151.0,122.0,40.0,5.0,2.0,0.0
Patrick Berg,Bodø/Glimt,MIDFIELDER,NOR,83.09,661.0,562.0,33.88,62.0,21.0,58.0
Ernest Poku,Leverkusen,UNKNOWN,NED,83.09,247.0,211.0,50.0,4.0,2.0,0.0
Fredrik Sjøvold,Bodø/Glimt,UNKNOWN,NOR,83.0,549.0,463.0,41.67,12.0,5.0,10.0
Daniel Svensson,B. Dortmund,UNKNOWN,SWE,83.0,288.0,241.0,4.77,21.0,1.0,5.0
Cody Gakpo,Liverpool,WINGER,NED,83.0,151.0,130.0,43.48,23.0,10.0,1.0
Dan Glazer,Kairat Almaty,DEFENSIVE_MIDFIELDER,ISR,83.0,151.0,128.0,100.0,1.0,1.0,5.0
Filip Jørgensen,Chelsea,GOALKEEPER,DEN,83.0,83.0,61.0,0.0,0.0,0.0,3.0
Giuseppe Ambrosino,Napoli,FORWARD,ITA,83.0,12.0,10.0,0.0,4.0,0.0,0.0
Mukhamedali Abish,Kairat Almaty,UNKNOWN,KAZ,83.0,6.0,5.0,0.0,0.0,0.0,0.0
Andreas Schjelderup,Benfica,UNKNOWN,NOR,82.86,153.0,124.0,28.58,14.0,4.0,1.0
Michal Sadílek,Slavia Praha,CENTRAL_MIDFIELDER,CZE,82.75,208.0,171.0,38.1,21.0,8.0,12.0
Estêvão,Chelsea,UNKNOWN,BRA,82.72,149.0,128.0,17.65,17.0,3.0,3.0
Yann Sommer,Inter,GOALKEEPER,SUI,82.7,347.0,287.0,0.0,0.0,0.0,12.0
Mikel Vesga,Athletic Club,CENTRAL_MIDFIELDER,ESP,82.67,85.0,64.0,50.0,2.0,1.0,1.0
Giuliano Simeone,Atleti,UNKNOWN,ARG,82.64,414.0,342.0,12.5,16.0,2.0,2.0
Loïs Openda,Juventus,STRIKER,BEL,82.63,45.0,33.0,0.0,6.0,0.0,0.0
Sondre Brunstad Fet,Bodø/Glimt,UNKNOWN,NOR,82.59,269.0,229.0,33.34,3.0,1.0,0.0
Lamine Yamal,Barcelona,UNKNOWN,ESP,82.5,381.0,318.0,20.0,25.0,5.0,5.0
Marcos Lopez,Copenhagen,UNKNOWN,PER,82.5,284.0,236.0,44.83,29.0,13.0,18.0
Alisson Becker,Liverpool,GOALKEEPER,BRA,82.5,166.0,134.0,0.0,0.0,0.0,7.0
Caio Henrique,Monaco,UNKNOWN,BRA,82.45,331.0,279.0,28.01,25.0,7.0,17.0
Francisco Trincão,Sporting CP,STRIKER,POR,82.45,318.0,263.0,28.58,21.0,6.0,3.0
Leandro Barreiro,Benfica,UNKNOWN,LUX,82.45,245.0,200.0,0.0,2.0,0.0,4.0
Ivan Šunjić,Pafos,DEFENSIVE_MIDFIELDER,BIH,82.43,194.0,160.0,0.0,1.0,0.0,2.0
Chiquinho,Olympiacos,ATTACKING_MIDFIELDER,POR,82.4,182.0,149.0,47.62,21.0,10.0,8.0
Leonardo Spinazzola,Napoli,FULL_BACK,ITA,82.34,194.0,161.0,29.42,17.0,5.0,2.0
Aarón Anselmino,B. Dortmund,CENTRE_BACK,ARG,82.34,139.0,129.0,0.0,1.0,0.0,3.0
Adama Boiro,Athletic Club,UNKNOWN,ESP,82.34,98.0,84.0,11.12,9.0,1.0,2.0
Quentin Ndjantou,Paris,UNKNOWN,FRA,82.34,39.0,33.0,0.0,5.0,0.0,1.0
Sandro Tonali,Newcastle,DEFENSIVE_MIDFIELDER,ITA,82.28,571.0,486.0,31.58,38.0,12.0,39.0
Mason Greenwood,Marseille,STRIKER,ENG,82.25,320.0,260.0,22.23,36.0,8.0,8.0
Igor Paixão,Marseille,UNKNOWN,BRA,82.25,145.0,116.0,0.0,9.0,0.0,0.0
Geoffrey Kondogbia,Marseille,DEFENSIVE_MIDFIELDER,CTA,82.25,135.0,117.0,0.0,1.0,0.0,2.0
Ilias Akhomach,Villarreal,UNKNOWN,ESP,82.25,34.0,29.0,33.34,6.0,2.0,3.0
Carlos Forbs,Club Brugge,UNKNOWN,POR,82.23,206.0,170.0,14.29,14.0,2.0,0.0
Julián Alvarez,Atleti,UNKNOWN,ARG,82.19,367.0,301.0,25.87,58.0,15.0,9.0
Mons Bassouamina,Pafos,UNKNOWN,CGO,82.17,16.0,11.0,0.0,1.0,0.0,0.0
Costinha,Olympiacos,UNKNOWN,POR,82.15,140.0,109.0,13.05,23.0,3.0,2.0
Derrick Luckassen,Pafos,FULL_BACK,NED,82.13,339.0,279.0,50.0,2.0,1.0,12.0
Guus Til,PSV,CENTRAL_MIDFIELDER,NED,82.13,144.0,118.0,0.0,8.0,0.0,0.0
Santiago Hezze,Olympiacos,UNKNOWN,ARG,82.0,326.0,267.0,28.58,7.0,2.0,6.0
Gabriel Pereira,Copenhagen,UNKNOWN,BRA,82.0,315.0,263.0,0.0,3.0,0.0,13.0
Nnamdi Collins,Frankfurt,UNKNOWN,GER,82.0,230.0,189.0,50.0,2.0,1.0,8.0
Hugo Ekitiké,Liverpool,UNKNOWN,FRA,82.0,192.0,156.0,40.0,10.0,4.0,0.0
Mohammed Kudus,Tottenham,ATTACKING_MIDFIELDER,GHA,82.0,120.0,101.0,26.09,23.0,6.0,0.0
João Cancelo,Barcelona,FULL_BACK,POR,82.0,64.0,52.0,0.0,2.0,0.0,1.0
Andreas  Christensen,Barcelona,CENTRE_BACK,DEN,82.0,23.0,20.0,0.0,0.0,0.0,1.0
Gerard Moreno,Villarreal,STRIKER,ESP,82.0,22.0,19.0,0.0,4.0,0.0,1.0
Noah Fernandez,PSV,UNKNOWN,BEL,82.0,11.0,9.0,0.0,1.0,0.0,0.0
Weston McKennie,Juventus,UNKNOWN,USA,81.91,317.0,260.0,58.34,12.0,7.0,1.0
Štěpán Chaloupek,Slavia Praha,UNKNOWN,CZE,81.88,229.0,193.0,50.0,2.0,1.0,6.0
Lorenzo Bernasconi,Atalanta,UNKNOWN,ITA,81.8,375.0,306.0,34.15,41.0,14.0,7.0
Dennis Man,PSV,STRIKER,ROU,81.75,182.0,154.0,0.0,12.0,0.0,0.0
Simon Mignolet,Club Brugge,GOALKEEPER,BEL,81.75,136.0,110.0,0.0,0.0,0.0,0.0
Roony Bardghji,Barcelona,UNKNOWN,SWE,81.75,43.0,37.0,33.34,3.0,1.0,0.0
Francisco Ortega,Olympiacos,UNKNOWN,ARG,81.7,373.0,306.0,34.79,23.0,8.0,10.0
Andy Robertson,Liverpool,UNKNOWN,SCO,81.67,305.0,266.0,27.28,22.0,6.0,3.0
David Goldar,Pafos,UNKNOWN,ESP,81.67,143.0,124.0,0.0,0.0,0.0,4.0
Jorginho,Kairat Almaty,UNKNOWN,POR,81.63,135.0,111.0,0.0,4.0,0.0,0.0
Thomas Partey,Villarreal,DEFENSIVE_MIDFIELDER,GHA,81.6,125.0,107.0,0.0,1.0,0.0,3.0
Ismail Jakobs,Galatasaray,UNKNOWN,SEN,81.5,324.0,265.0,26.09,23.0,6.0,0.0
Barış Alper Yılmaz,Galatasaray,UNKNOWN,TUR,81.5,249.0,201.0,40.0,30.0,12.0,2.0
Illia Zabarnyi,Paris,CENTRE_BACK,UKR,81.5,143.0,138.0,0.0,0.0,0.0,0.0
Hugo Siquet,Club Brugge,FULL_BACK,BEL,81.5,95.0,84.0,16.67,6.0,1.0,5.0
Diogo Nascimento,Olympiacos,UNKNOWN,POR,81.5,20.0,16.0,0.0,1.0,0.0,0.0
Ademola Lookman,Atleti,WINGER,NGA,81.46,235.0,194.0,31.25,16.0,5.0,1.0
Alessandro Bastoni,Inter,CENTRE_BACK,ITA,81.45,592.0,539.0,42.11,19.0,8.0,25.0
Alberto Moleiro,Villarreal,UNKNOWN,ESP,81.43,78.0,60.0,66.67,6.0,4.0,1.0
Sondre Auklend,Bodø/Glimt,UNKNOWN,NOR,81.41,195.0,169.0,33.34,9.0,3.0,2.0
Harry Kane,Bayern München,STRIKER,ENG,81.34,226.0,184.0,0.0,2.0,0.0,6.0
Elvin Jafarguliyev,Qarabağ,CENTRAL_MIDFIELDER,AZE,81.3,349.0,283.0,41.67,12.0,5.0,4.0
Matheus Silva,Qarabağ,UNKNOWN,BRA,81.3,304.0,248.0,30.0,10.0,3.0,20.0
Aleksandr Golovin,Monaco,ATTACKING_MIDFIELDER,RUS,81.29,219.0,180.0,20.0,10.0,2.0,0.0
Mohamed Salah,Liverpool,WINGER,EGY,81.23,221.0,185.0,50.0,30.0,15.0,3.0
Joni Montiel,Qarabağ,MIDFIELDER,ESP,81.2,143.0,116.0,16.67,12.0,2.0,1.0
Harvey Barnes,Newcastle,WINGER,ENG,81.17,223.0,181.0,25.0,24.0,6.0,1.0
Couhaib Driouech,PSV,UNKNOWN,NED,81.15,61.0,49.0,14.29,7.0,1.0,1.0
Egor Sorokin,Kairat Almaty,CENTRE_BACK,RUS,81.13,438.0,365.0,0.0,2.0,0.0,16.0
Alex Meret,Napoli,GOALKEEPER,ITA,81.0,53.0,43.0,0.0,0.0,0.0,2.0
Villads Nielsen,Bodø/Glimt,UNKNOWN,DEN,81.0,47.0,40.0,0.0,1.0,0.0,1.0
Ricardo Pepi,PSV,UNKNOWN,USA,81.0,47.0,40.0,0.0,0.0,0.0,0.0
Selton Sánchez,Athletic Club,UNKNOWN,ESP,81.0,26.0,21.0,0.0,0.0,0.0,0.0
Jordan Larsson,Copenhagen,UNKNOWN,SWE,80.88,145.0,115.0,0.0,8.0,0.0,2.0
Rasmus Højlund,Napoli,UNKNOWN,DEN,80.86,118.0,97.0,0.0,0.0,0.0,0.0
Michele Di Gregorio,Juventus,GOALKEEPER,ITA,80.84,160.0,129.0,0.0,0.0,0.0,6.0
Vlad Dragomir,Pafos,CENTRAL_MIDFIELDER,ROU,80.75,165.0,136.0,50.0,2.0,1.0,1.0
Bilal Nadir,Marseille,UNKNOWN,FRA,80.75,37.0,32.0,0.0,2.0,0.0,2.0
Santiago Mouriño,Villarreal,UNKNOWN,URU,80.67,256.0,210.0,33.34,3.0,1.0,14.0
Raoul Bellanova,Atalanta,FULL_BACK,ITA,80.67,175.0,142.0,32.0,25.0,8.0,0.0
George Ilenikhena,Monaco,UNKNOWN,NGA,80.67,12.0,9.0,0.0,0.0,0.0,0.0
Dastan Satpayev,Kairat Almaty,UNKNOWN,KAZ,80.6,96.0,79.0,60.0,5.0,3.0,2.0
Lazar Samardžić,Atalanta,UNKNOWN,SRB,80.5,148.0,127.0,47.06,17.0,8.0,3.0
Giorgi Zaria,Kairat Almaty,MIDFIELDER,GEO,80.41,60.0,48.0,0.0,4.0,0.0,4.0
Santiago Comesaña,Villarreal,UNKNOWN,ESP,80.38,246.0,200.0,0.0,1.0,0.0,8.0
Mika Godts,Ajax,UNKNOWN,BEL,80.38,222.0,184.0,15.39,13.0,2.0,6.0
Yunus Akgün,Galatasaray,CENTRAL_MIDFIELDER,TUR,80.34,141.0,119.0,0.0,3.0,0.0,0.0
Krépin Diatta,Monaco,WINGER,SEN,80.34,64.0,50.0,100.0,1.0,1.0,0.0
Bruno Guimarães,Newcastle,UNKNOWN,BRA,80.29,272.0,226.0,33.34,6.0,2.0,9.0
Julian Brandt,B. Dortmund,WINGER,GER,80.23,193.0,159.0,20.0,5.0,1.0,0.0
Luís Mata,Kairat Almaty,UNKNOWN,POR,80.15,230.0,186.0,21.06,19.0,4.0,6.0
Vinícius Júnior,Real Madrid,UNKNOWN,BRA,80.09,378.0,305.0,17.65,17.0,3.0,3.0
Robert Sánchez,Chelsea,UNKNOWN,ESP,80.0,285.0,226.0,0.0,0.0,0.0,15.0
Daniel Vivian,Athletic Club,UNKNOWN,ESP,80.0,209.0,170.0,0.0,2.0,0.0,11.0
Lukas Lerager,Copenhagen,CENTRAL_MIDFIELDER,DEN,80.0,178.0,141.0,40.0,5.0,2.0,4.0
Geovany Quenda,Sporting CP,UNKNOWN,POR,80.0,153.0,123.0,33.34,15.0,5.0,5.0
Oihan Sancet,Athletic Club,UNKNOWN,ESP,80.0,121.0,98.0,0.0,2.0,0.0,0.0
Ken Sema,Pafos,WINGER,SWE,80.0,54.0,44.0,66.67,6.0,4.0,0.0
Kiliann Sildillia,PSV,UNKNOWN,FRA,80.0,49.0,39.0,0.0,3.0,0.0,0.0
Don-Angelo Konadu,Ajax,UNKNOWN,NED,80.0,5.0,4.0,0.0,1.0,0.0,0.0
Rodrigo Mendoza,Atleti,MIDFIELDER,ESP,80.0,5.0,4.0,0.0,0.0,0.0,0.0
Jeremy Doku,Man City,STRIKER,BEL,79.89,244.0,197.0,5.89,17.0,1.0,1.0
Jonathan David,Juventus,ATTACKING_MIDFIELDER,CAN,79.89,107.0,88.0,0.0,1.0,0.0,0.0
Nicolas Pépé,Villarreal,WINGER,CIV,79.88,197.0,158.0,33.34,21.0,7.0,10.0
Pape Gueye,Villarreal,UNKNOWN,SEN,79.86,264.0,212.0,28.58,7.0,2.0,8.0
Anouar Ait El Hadj,Union SG,MIDFIELDER,BEL,79.86,176.0,141.0,63.16,19.0,12.0,7.0
Jonathan Burkardt,Frankfurt,UNKNOWN,GER,79.8,69.0,56.0,50.0,4.0,2.0,0.0
Kieran Trippier,Newcastle,FULL_BACK,ENG,79.78,435.0,348.0,44.45,36.0,16.0,12.0
Gelson Martins,Olympiacos,ATTACKING_MIDFIELDER,POR,79.67,237.0,198.0,8.83,34.0,3.0,1.0
Montrell Culbreath,Leverkusen,MIDFIELDER,GER,79.67,27.0,23.0,25.0,4.0,1.0,0.0
Noni Madueke,Arsenal,ATTACKING_MIDFIELDER,ENG,79.6,133.0,105.0,8.0,25.0,2.0,0.0
Marc Giger,Union SG,UNKNOWN,SUI,79.6,41.0,31.0,100.0,1.0,1.0,0.0
Hugo Vetlesen,Club Brugge,UNKNOWN,NOR,79.58,88.0,76.0,0.0,4.0,0.0,3.0
Geny Catamo,Sporting CP,UNKNOWN,MOZ,79.56,248.0,204.0,36.37,11.0,4.0,2.0
Tomáš Holeš,Slavia Praha,FULL_BACK,CZE,79.5,79.0,64.0,100.0,1.0,1.0,5.0
Guilherme Smith,Union SG,UNKNOWN,BRA,79.5,29.0,23.0,33.34,3.0,1.0,0.0
Kamaldeen Sulemana,Atalanta,UNKNOWN,GHA,79.34,109.0,87.0,15.39,13.0,2.0,0.0
Jajá,Pafos,UNKNOWN,BRA,79.29,81.0,61.0,25.0,4.0,1.0,0.0
Arthur,Leverkusen,UNKNOWN,BRA,79.25,110.0,87.0,0.0,1.0,0.0,2.0
Eliesse Ben Seghir,Leverkusen,UNKNOWN,MAR,79.25,51.0,43.0,0.0,1.0,0.0,0.0
Jesús Areso,Athletic Club,UNKNOWN,ESP,79.2,69.0,55.0,20.0,5.0,1.0,1.0
Thibaut Courtois,Real Madrid,GOALKEEPER,BEL,79.19,368.0,292.0,0.0,0.0,0.0,18.0
Robert,Copenhagen,UNKNOWN,BRA,79.17,58.0,43.0,0.0,7.0,0.0,1.0
Savinho,Man City,UNKNOWN,BRA,79.15,192.0,157.0,21.43,14.0,3.0,0.0
Mark Flekken,Leverkusen,UNKNOWN,NED,79.0,195.0,153.0,0.0,0.0,0.0,3.0
Milos Kerkez,Liverpool,UNKNOWN,HUN,79.0,160.0,145.0,11.12,18.0,2.0,4.0
Camilo Duran,Qarabağ,UNKNOWN,COL,79.0,92.0,73.0,0.0,5.0,0.0,0.0
Rob Schoofs,Union SG,UNKNOWN,BEL,79.0,73.0,59.0,0.0,0.0,0.0,0.0
Erik Prekop,Slavia Praha,UNKNOWN,SVK,79.0,19.0,14.0,0.0,0.0,0.0,0.0
Teun Koopmeiners,Juventus,CENTRAL_MIDFIELDER,NED,78.91,379.0,338.0,60.0,15.0,9.0,18.0
Fran García,Real Madrid,FULL_BACK,ESP,78.86,115.0,104.0,0.0,3.0,0.0,0.0
Mads Emil Madsen,Copenhagen,CENTRAL_MIDFIELDER,DEN,78.86,102.0,87.0,0.0,0.0,0.0,2.0
Leandro Trossard,Arsenal,WINGER,BEL,78.84,90.0,72.0,25.0,12.0,3.0,1.0
Federico Chiesa,Liverpool,ATTACKING_MIDFIELDER,ITA,78.8,23.0,16.0,0.0,0.0,0.0,0.0
İlkay Gündoğan,Galatasaray,CENTRAL_MIDFIELDER,GER,78.75,251.0,225.0,42.86,7.0,3.0,12.0
Mikel Merino,Arsenal,CENTRAL_MIDFIELDER,ESP,78.72,208.0,165.0,0.0,0.0,0.0,5.0
Ismael Saibari,PSV,ATTACKING_MIDFIELDER,MAR,78.72,198.0,159.0,16.67,6.0,1.0,1.0
Christos Tzolis,Club Brugge,WINGER,GRE,78.67,309.0,251.0,38.24,34.0,13.0,8.0
Matvei Safonov,Paris,GOALKEEPER,RUS,78.67,172.0,132.0,0.0,0.0,0.0,12.0
Mehdi Taremi,Olympiacos,STRIKER,IRN,78.6,119.0,91.0,0.0,0.0,0.0,0.0
Bruno Onyemaechi,Olympiacos,UNKNOWN,NGA,78.6,21.0,16.0,0.0,4.0,0.0,0.0
Tajon Buchanan,Villarreal,WINGER,CAN,78.58,87.0,70.0,18.19,11.0,2.0,0.0
Charles De Ketelaere,Atalanta,CENTRAL_MIDFIELDER,BEL,78.5,266.0,207.0,43.75,16.0,7.0,2.0
Simon Adingra,Monaco,UNKNOWN,CIV,78.5,16.0,13.0,0.0,0.0,0.0,0.0
Lev Kurgin,Kairat Almaty,UNKNOWN,KAZ,78.5,11.0,8.0,0.0,1.0,0.0,0.0
Carlos Augusto,Inter,UNKNOWN,BRA,78.43,251.0,229.0,60.0,5.0,3.0,9.0
Raphinha,Barcelona,WINGER,BRA,78.43,204.0,162.0,34.62,26.0,9.0,9.0
Noa Lang,Galatasaray,WINGER,NED,78.41,172.0,135.0,30.56,36.0,11.0,4.0
Giorgi Mamardashvili,Liverpool,UNKNOWN,GEO,78.41,124.0,98.0,0.0,0.0,0.0,5.0
Alexander Isak,Liverpool,STRIKER,SWE,78.41,45.0,34.0,0.0,0.0,0.0,0.0
Fotis Ioannidis,Sporting CP,FORWARD,GRE,78.41,42.0,34.0,0.0,0.0,0.0,0.0
Jonas Urbig,Bayern München,UNKNOWN,GER,78.34,108.0,83.0,0.0,0.0,0.0,3.0
Federico Dimarco,Inter,UNKNOWN,ITA,78.23,421.0,338.0,31.33,83.0,26.0,12.0
Marcus Rashford,Barcelona,STRIKER,ENG,78.23,209.0,167.0,25.0,16.0,4.0,7.0
Vanja Milinković-Savić,Napoli,GOALKEEPER,SRB,78.0,273.0,212.0,0.0,0.0,0.0,11.0
Yan Couto,B. Dortmund,UNKNOWN,BRA,78.0,223.0,172.0,20.69,29.0,6.0,3.0
Luis Suárez,Sporting CP,STRIKER,COL,78.0,162.0,126.0,0.0,0.0,0.0,0.0
Rodrygo,Real Madrid,WINGER,BRA,78.0,110.0,87.0,33.34,12.0,4.0,6.0
Gianluca Prestianni,Benfica,UNKNOWN,ARG,78.0,92.0,73.0,18.19,11.0,2.0,2.0
Wout Weghorst,Ajax,STRIKER,NED,78.0,66.0,48.0,100.0,1.0,1.0,0.0
Aurélio Buta,Frankfurt,FULL_BACK,POR,78.0,21.0,16.0,50.0,2.0,1.0,0.0
Jeremie Boga,Juventus,UNKNOWN,CIV,78.0,18.0,14.0,50.0,4.0,2.0,0.0
Jacob Murphy,Newcastle,UNKNOWN,ENG,77.89,115.0,83.0,20.0,20.0,4.0,1.0
Raul Florucz,Union SG,UNKNOWN,AUT,77.8,52.0,39.0,28.58,7.0,2.0,2.0
Lukáš Provod,Slavia Praha,WINGER,CZE,77.75,336.0,263.0,25.93,27.0,7.0,9.0
Ritsu Doan,Frankfurt,WINGER,JPN,77.72,144.0,112.0,7.7,13.0,1.0,4.0
Folarin Balogun,Monaco,STRIKER,USA,77.6,164.0,128.0,0.0,6.0,0.0,0.0
Bruno,Pafos,UNKNOWN,BRA,77.58,202.0,164.0,11.12,9.0,1.0,0.0
Vangelis Pavlidis,Benfica,STRIKER,GRE,77.5,200.0,148.0,20.0,5.0,1.0,0.0
William Clem,Copenhagen,UNKNOWN,DEN,77.5,193.0,158.0,100.0,1.0,1.0,1.0
Ofri Arad,Kairat Almaty,UNKNOWN,ISR,77.5,154.0,125.0,0.0,2.0,0.0,6.0
Frank Anguissa,Napoli,CENTRAL_MIDFIELDER,CMR,77.5,144.0,114.0,0.0,4.0,0.0,1.0
Nick Woltemade,Newcastle,UNKNOWN,GER,77.41,165.0,132.0,0.0,0.0,0.0,1.0
Gerónimo Rulli,Marseille,GOALKEEPER,ARG,77.38,323.0,248.0,0.0,0.0,0.0,25.0
Alexandr Mrynskiy,Kairat Almaty,UNKNOWN,KAZ,77.38,214.0,167.0,31.58,19.0,6.0,3.0
Anton Gaaei,Ajax,UNKNOWN,DEN,77.29,270.0,221.0,3.45,29.0,1.0,10.0
Jeremie Frimpong,Liverpool,FULL_BACK,NED,77.29,110.0,88.0,27.78,18.0,5.0,0.0
Vasil Kušej,Slavia Praha,UNKNOWN,CZE,77.29,102.0,76.0,21.43,14.0,3.0,4.0
Daniel Bragança,Sporting CP,MIDFIELDER,POR,77.25,35.0,29.0,0.0,1.0,0.0,0.0
Pedro Porro,Tottenham,FULL_BACK,ESP,77.23,403.0,321.0,29.42,51.0,15.0,27.0
Gonzalo,Real Madrid,STRIKER,ESP,77.2,38.0,34.0,0.0,0.0,0.0,0.0
Gregor Kobel,B. Dortmund,GOALKEEPER,SUI,77.1,347.0,265.0,0.0,0.0,0.0,27.0
