player_name,team,position,nation,pass_accuracy,passes_attempted,passes_completed,cross_accuracy,crosses_attempted,crosses_completed,free_kicks
Omar Marmoush,Man City,STRIKER,EGY,77.0,37.0,32.0,0.0,1.0,0.0,0.0
João Virginia,Sporting CP,UNKNOWN,POR,77.0,26.0,20.0,0.0,0.0,0.0,2.0
Haitam Aleesami,Bodø/Glimt,UNKNOWN,NOR,76.89,265.0,241.0,0.0,1.0,0.0,9.0
Alexandr Shirobokov,Kairat Almaty,UNKNOWN,KAZ,76.75,194.0,147.0,0.0,0.0,0.0,10.0
Pio Esposito,Inter,UNKNOWN,ITA,76.67,137.0,106.0,0.0,2.0,0.0,0.0
Anthony Elanga,Newcastle,WINGER,SWE,76.6,146.0,109.0,29.63,27.0,8.0,0.0
Rasmus Kristensen,Frankfurt,FULL_BACK,DEN,76.5,154.0,121.0,0.0,5.0,0.0,3.0
Ayoub El Kaabi,Olympiacos,UNKNOWN,MAR,76.5,143.0,108.0,0.0,2.0,0.0,1.0
Minjae Kim,Bayern München,UNKNOWN,KOR,76.43,271.0,251.0,0.0,0.0,0.0,3.0
Nico Serrano,Athletic Club,UNKNOWN,ESP,76.41,31.0,24.0,20.0,10.0,2.0,1.0
Viktor Gyökeres,Arsenal,UNKNOWN,SWE,76.38,90.0,68.0,25.0,4.0,1.0,0.0
Juan Cabal,Juventus,UNKNOWN,COL,76.34,54.0,42.0,50.0,2.0,1.0,0.0
Kai Havertz,Arsenal,STRIKER,GER,76.34,34.0,23.0,0.0,0.0,0.0,0.0
Mikel Jauregizar,Athletic Club,UNKNOWN,ESP,76.29,186.0,146.0,50.0,12.0,6.0,3.0
Anthony Gordon,Newcastle,FORWARD,ENG,76.25,215.0,170.0,13.34,15.0,2.0,0.0
Olzhas Baibek,Kairat Almaty,UNKNOWN,KAZ,76.25,67.0,50.0,0.0,1.0,0.0,0.0
Jan Oblak,Atleti,GOALKEEPER,SVN,76.2,322.0,244.0,0.0,0.0,0.0,26.0
Rodinei ,Olympiacos,UNKNOWN,BRA,76.0,318.0,246.0,15.39,65.0,10.0,21.0
Nathan Aké,Man City,UNKNOWN,NED,76.0,175.0,166.0,0.0,0.0,0.0,4.0
Dani García,Olympiacos,UNKNOWN,ESP,76.0,168.0,144.0,33.34,3.0,1.0,6.0
Mathys Tel,Tottenham,UNKNOWN,FRA,76.0,37.0,29.0,30.77,13.0,4.0,0.0
Fabian Schär,Newcastle,CENTRE_BACK,SUI,76.0,37.0,28.0,0.0,1.0,0.0,1.0
João Pedro,Chelsea,UNKNOWN,BRA,75.88,159.0,125.0,0.0,1.0,0.0,0.0
Janis Blaswich,Leverkusen,UNKNOWN,GER,75.84,166.0,129.0,0.0,0.0,0.0,11.0
Anan Khalaili,Union SG,UNKNOWN,ISR,75.75,234.0,179.0,23.08,13.0,3.0,1.0
Jean-Matteo Bahoya,Frankfurt,UNKNOWN,FRA,75.75,72.0,60.0,0.0,6.0,0.0,0.0
Karim Adeyemi,B. Dortmund,STRIKER,GER,75.67,144.0,113.0,22.23,9.0,2.0,1.0
Kady,Qarabağ,UNKNOWN,BRA,75.67,143.0,110.0,16.67,12.0,2.0,8.0
Nico Williams,Athletic Club,STRIKER,ESP,75.67,56.0,45.0,0.0,6.0,0.0,0.0
Mislav Oršić,Pafos,WINGER,CRO,75.63,232.0,177.0,26.32,38.0,10.0,9.0
David Douděra,Slavia Praha,UNKNOWN,CZE,75.58,169.0,132.0,53.58,28.0,15.0,1.0
Unai Gomez ,Athletic Club,UNKNOWN,ESP,75.58,63.0,47.0,0.0,8.0,0.0,1.0
Pedro Gonçalves,Sporting CP,UNKNOWN,POR,75.5,171.0,128.0,33.34,9.0,3.0,2.0
Johnny Cardoso,Atleti,UNKNOWN,USA,75.43,205.0,180.0,0.0,1.0,0.0,6.0
Ivan Schranz,Slavia Praha,UNKNOWN,SVK,75.34,18.0,15.0,0.0,0.0,0.0,0.0
Fares Chaibi,Frankfurt,UNKNOWN,ALG,75.25,190.0,145.0,20.0,20.0,4.0,11.0
Lautaro Martínez,Inter,STRIKER,ARG,75.25,141.0,110.0,75.0,4.0,3.0,0.0
Guglielmo Vicario,Tottenham,UNKNOWN,ITA,75.2,349.0,264.0,0.0,0.0,0.0,27.0
Luiz Júnior,Villarreal,UNKNOWN,BRA,75.2,105.0,79.0,0.0,0.0,0.0,8.0
Matheus Reis,Sporting CP,UNKNOWN,BRA,75.0,175.0,157.0,0.0,0.0,0.0,9.0
Nicolás González,Atleti,UNKNOWN,ARG,75.0,151.0,120.0,5.56,18.0,1.0,0.0
Tristan van den Heuvel,Club Brugge,UNKNOWN,NED,75.0,36.0,27.0,0.0,0.0,0.0,0.0
Steven Berghuis,Ajax,WINGER,NED,75.0,24.0,18.0,0.0,1.0,0.0,1.0
Daniel Budesca,Villarreal,DEFENDER,ESP,75.0,12.0,9.0,0.0,1.0,0.0,0.0
Pape Cabral,Monaco,MIDFIELDER,FRA,75.0,11.0,10.0,0.0,0.0,0.0,0.0
Mohammed Fuseini,Union SG,UNKNOWN,GHA,75.0,10.0,7.0,0.0,0.0,0.0,0.0
Musa Gurbanli,Qarabağ,UNKNOWN,AZE,75.0,7.0,6.0,0.0,0.0,0.0,0.0
Antonín Kinský,Tottenham,UNKNOWN,CZE,75.0,4.0,3.0,0.0,0.0,0.0,0.0
Oliver Højer,Copenhagen,UNKNOWN,DEN,75.0,4.0,3.0,0.0,0.0,0.0,0.0
Chris Kouakou,Qarabağ,UNKNOWN,CIV,75.0,4.0,3.0,0.0,0.0,0.0,0.0
Maximilian Beier,B. Dortmund,STRIKER,GER,74.89,140.0,105.0,27.28,11.0,3.0,0.0
Viktor Claesson,Copenhagen,ATTACKING_MIDFIELDER,SWE,74.88,139.0,101.0,33.34,3.0,1.0,0.0
Robert Navarro,Athletic Club,ATTACKING_MIDFIELDER,ESP,74.86,150.0,113.0,33.34,12.0,4.0,4.0
Christian Kofane,Leverkusen,UNKNOWN,CMR,74.82,115.0,104.0,0.0,0.0,0.0,0.0
Kevin Danso,Tottenham,DEFENDER,AUT,74.63,308.0,273.0,45.46,11.0,5.0,9.0
Tomáš Vlček,Slavia Praha,DEFENDER,CZE,74.6,126.0,98.0,14.29,7.0,1.0,6.0
Vanderson,Monaco,UNKNOWN,BRA,74.5,262.0,203.0,33.34,15.0,5.0,4.0
Ivan Perišić,PSV,WINGER,CRO,74.5,191.0,149.0,7.5,40.0,3.0,1.0
Rodrigo Huescas,Copenhagen,UNKNOWN,MEX,74.5,41.0,33.0,40.0,5.0,2.0,0.0
Michael Murillo,Marseille,DEFENDER,PAN,74.29,184.0,153.0,0.0,5.0,0.0,7.0
Fabio Miretti,Juventus,UNKNOWN,ITA,74.29,135.0,110.0,33.34,6.0,2.0,4.0
Giulian Biancone,Olympiacos,DEFENDER,FRA,74.15,135.0,101.0,50.0,2.0,1.0,4.0
Olexiy Kashchuk,Qarabağ,UNKNOWN,UKR,74.13,46.0,35.0,25.0,4.0,1.0,0.0
Robert Lewandowski,Barcelona,STRIKER,POL,74.12,101.0,73.0,0.0,0.0,0.0,1.0
Patrik Schick,Leverkusen,STRIKER,CZE,74.0,111.0,84.0,0.0,0.0,0.0,0.0
Ruben van Bommel,PSV,UNKNOWN,NED,74.0,23.0,17.0,0.0,1.0,0.0,0.0
Nicola Zalewski,Atalanta,ATTACKING_MIDFIELDER,POL,73.84,135.0,99.0,22.23,18.0,4.0,10.0
Ayoze Pérez,Villarreal,STRIKER,ESP,73.8,60.0,45.0,28.58,7.0,2.0,0.0
Thomas Delaney,Copenhagen,CENTRAL_MIDFIELDER,DEN,73.75,71.0,54.0,0.0,2.0,0.0,1.0
António Silva,Benfica,UNKNOWN,POR,73.67,173.0,149.0,0.0,0.0,0.0,4.0
Jug Stanojev,Kairat Almaty,UNKNOWN,SRB,73.6,24.0,19.0,0.0,2.0,0.0,0.0
Uğurcan Çakır,Galatasaray,GOALKEEPER,TUR,73.59,495.0,364.0,0.0,0.0,0.0,35.0
Dodi Lukébakio,Benfica,UNKNOWN,BEL,73.5,98.0,78.0,14.29,14.0,2.0,3.0
Souleymane Faye,Sporting CP,FORWARD,SEN,73.5,13.0,10.0,0.0,1.0,0.0,0.0
Leandro Andrade,Qarabağ,UNKNOWN,CPV,73.45,146.0,114.0,14.29,14.0,2.0,0.0
David Raya,Arsenal,UNKNOWN,ESP,73.34,325.0,233.0,0.0,0.0,0.0,33.0
Robin Le Normand,Atleti,CENTRE_BACK,ESP,73.2,237.0,219.0,0.0,0.0,0.0,1.0
Kostas Pileas,Pafos,UNKNOWN,CYP,73.0,115.0,82.0,0.0,2.0,0.0,3.0
Radu Drăgușin,Tottenham,UNKNOWN,ROU,73.0,26.0,19.0,0.0,1.0,0.0,0.0
Nariman Akhundzade,Qarabağ,UNKNOWN,AZE,73.0,22.0,18.0,100.0,1.0,1.0,0.0
Alisson Santos,Sporting CP,UNKNOWN,BRA,72.88,62.0,48.0,0.0,6.0,0.0,1.0
Kasper Høgh,Bodø/Glimt,UNKNOWN,DEN,72.75,160.0,117.0,0.0,2.0,0.0,1.0
Bjorn Meijer,Club Brugge,UNKNOWN,NED,72.72,77.0,63.0,16.67,6.0,1.0,0.0
Alejandro Garnacho,Chelsea,UNKNOWN,ARG,72.67,132.0,111.0,16.67,12.0,2.0,1.0
Arnau Tenas,Villarreal,UNKNOWN,ESP,72.67,109.0,79.0,0.0,0.0,0.0,3.0
Daniel Bassi,Bodø/Glimt,UNKNOWN,NOR,72.67,26.0,19.0,25.0,4.0,1.0,0.0
Isak Dybvik Määttä,Bodø/Glimt,UNKNOWN,NOR,72.6,82.0,65.0,0.0,0.0,0.0,1.0
Munashe Garananga,Copenhagen,UNKNOWN,ZIM,72.5,21.0,19.0,0.0,0.0,0.0,0.0
David Luiz,Pafos,CENTRE_BACK,BRA,72.43,212.0,157.0,0.0,0.0,0.0,26.0
Edmilson,Kairat Almaty,UNKNOWN,BRA,72.43,98.0,75.0,0.0,1.0,0.0,0.0
Nick Pope,Newcastle,UNKNOWN,ENG,72.25,236.0,169.0,0.0,0.0,0.0,12.0
Lorenzo Lucca,Napoli,UNKNOWN,ITA,72.2,21.0,18.0,0.0,0.0,0.0,0.0
Takumi Minamino,Monaco,STRIKER,JPN,72.0,103.0,74.0,75.0,4.0,3.0,0.0
Alexander Sørloth,Atleti,STRIKER,NOR,71.91,141.0,102.0,33.34,3.0,1.0,0.0
Alex Berenguer,Athletic Club,UNKNOWN,ESP,71.84,140.0,102.0,22.23,27.0,6.0,6.0
Yerkin Tapalov,Kairat Almaty,UNKNOWN,KAZ,71.75,220.0,161.0,14.29,7.0,1.0,7.0
Mohamed Elyounoussi,Copenhagen,WINGER,NOR,71.72,191.0,139.0,20.0,20.0,4.0,4.0
Nicolo Tresoldi,Club Brugge,UNKNOWN,GER,71.7,125.0,98.0,0.0,0.0,0.0,0.0
Mojmír Chytil,Slavia Praha,UNKNOWN,CZE,71.5,32.0,21.0,0.0,2.0,0.0,0.0
Álex Baena,Atleti,WINGER,ESP,71.45,175.0,148.0,15.79,19.0,3.0,3.0
Mattia Perin,Juventus,GOALKEEPER,ITA,71.25,137.0,99.0,0.0,0.0,0.0,8.0
Ole Didrik Blomberg,Bodø/Glimt,UNKNOWN,NOR,71.1,143.0,104.0,18.19,11.0,2.0,0.0
Oliver Edvardsen,Ajax,UNKNOWN,NOR,71.0,54.0,41.0,0.0,1.0,0.0,0.0
Stavros Pnevmonidis,Olympiacos,UNKNOWN,GRE,71.0,7.0,5.0,0.0,1.0,0.0,0.0
Mateusz Kochalski,Qarabağ,UNKNOWN,POL,70.8,314.0,223.0,0.0,0.0,0.0,27.0
Kjell Scherpen,Union SG,GOALKEEPER,NED,70.75,225.0,158.0,0.0,0.0,0.0,16.0
Gorka Guruzeta,Athletic Club,STRIKER,ESP,70.72,114.0,82.0,50.0,2.0,1.0,0.0
Pierre-Emerick Aubameyang,Marseille,STRIKER,GAB,70.63,136.0,94.0,0.0,7.0,0.0,0.0
Gonçalo Ramos,Paris,STRIKER,POR,70.6,59.0,49.0,0.0,0.0,0.0,1.0
Elias Achouri,Copenhagen,WINGER,TUN,70.43,131.0,97.0,18.19,11.0,2.0,2.0
Nikola Krstović,Atalanta,STRIKER,MNE,70.42,142.0,98.0,50.0,2.0,1.0,2.0
Ousseynou Niang,Union SG,UNKNOWN,SEN,70.29,137.0,91.0,6.25,16.0,1.0,1.0
Lorenzo Scipioni,Olympiacos,UNKNOWN,ARG,70.17,41.0,35.0,0.0,0.0,0.0,0.0
Anatoliy Trubin,Benfica,GOALKEEPER,UKR,70.1,261.0,183.0,0.0,1.0,0.0,29.0
David Moses,Slavia Praha,UNKNOWN,NGA,70.0,94.0,65.0,0.0,3.0,0.0,1.0
Randal Kolo Muani,Tottenham,UNKNOWN,FRA,69.89,85.0,54.0,33.34,3.0,1.0,0.0
Kauã Santos,Frankfurt,UNKNOWN,BRA,69.67,115.0,80.0,0.0,0.0,0.0,8.0
Valeri Gromyko,Kairat Almaty,UNKNOWN,BLR,69.63,235.0,168.0,22.23,18.0,4.0,7.0
Anderson,Pafos,UNKNOWN,BRA,69.58,58.0,46.0,0.0,3.0,0.0,0.0
Juan Musso,Atleti,UNKNOWN,ARG,69.5,62.0,43.0,0.0,0.0,0.0,6.0
Nordin Jackers,Club Brugge,GOALKEEPER,BEL,69.34,218.0,151.0,0.0,0.0,0.0,9.0
Gabriel Jesus,Arsenal,STRIKER,BRA,69.25,36.0,32.0,0.0,1.0,0.0,0.0
Fábio Silva,B. Dortmund,STRIKER,POR,69.12,93.0,71.0,100.0,2.0,2.0,2.0
Youssoupha Mbodji,Slavia Praha,UNKNOWN,SEN,69.0,93.0,64.0,12.5,8.0,1.0,0.0
Marco Carnesecchi,Atalanta,UNKNOWN,ITA,68.8,371.0,257.0,0.0,0.0,0.0,24.0
Remko Pasveer,Ajax,GOALKEEPER,NED,68.5,97.0,64.0,0.0,0.0,0.0,10.0
Temirlan Anarbekov,Kairat Almaty,UNKNOWN,KAZ,68.17,182.0,119.0,0.0,0.0,0.0,17.0
Jindřich Staněk,Slavia Praha,UNKNOWN,CZE,67.84,235.0,161.0,0.0,0.0,0.0,23.0
Erling Haaland,Man City,UNKNOWN,NOR,67.7,82.0,56.0,0.0,2.0,0.0,0.0
Jay Gorter,Pafos,UNKNOWN,NED,67.5,74.0,50.0,0.0,0.0,0.0,2.0
Sherhan Kalmurza,Kairat Almaty,UNKNOWN,KAZ,67.5,58.0,39.0,0.0,0.0,0.0,6.0
Gabriel Strefezza,Olympiacos,UNKNOWN,ITA,67.5,43.0,32.0,7.7,13.0,1.0,0.0
Sacha Boey,Galatasaray,FULL_BACK,FRA,67.43,110.0,104.0,33.34,3.0,1.0,1.0
Ange-Yoan Bonny,Inter,UNKNOWN,FRA,67.41,102.0,82.0,28.58,7.0,2.0,0.0
Nikita Haikin,Bodø/Glimt,UNKNOWN,RUS,67.17,485.0,321.0,0.0,0.0,0.0,32.0
Aaron Ramsdale,Newcastle,UNKNOWN,ENG,67.0,141.0,93.0,0.0,0.0,0.0,15.0
Aurele Amenda,Frankfurt,UNKNOWN,SUI,67.0,135.0,117.0,0.0,0.0,0.0,1.0
Max Dowman,Arsenal,MIDFIELDER,ENG,67.0,6.0,4.0,0.0,0.0,0.0,0.0
Manu Silva,Benfica,MIDFIELDER,POR,67.0,3.0,2.0,0.0,0.0,0.0,0.0
Matěj Kovář,PSV,GOALKEEPER,CZE,66.88,325.0,218.0,0.0,0.0,0.0,18.0
Filip Kostić,Juventus,WINGER,SRB,66.8,24.0,17.0,0.0,8.0,0.0,1.0
Tani Oluwaseyi,Villarreal,MIDFIELDER,CAN,66.58,54.0,35.0,0.0,1.0,0.0,0.0
Daniel Podence,Olympiacos,WINGER,POR,66.5,191.0,127.0,20.0,25.0,5.0,2.0
Dušan Vlahović,Juventus,STRIKER,SRB,66.25,46.0,33.0,50.0,2.0,1.0,0.0
Ansgar Knauff,Frankfurt,UNKNOWN,GER,66.13,139.0,92.0,16.67,6.0,1.0,0.0
Neofytos Michael,Pafos,UNKNOWN,CYP,65.84,232.0,154.0,0.0,0.0,0.0,12.0
Oscar Højlund,Frankfurt,UNKNOWN,DEN,65.67,52.0,51.0,0.0,1.0,0.0,0.0
Andreas Cornelius,Copenhagen,STRIKER,DEN,65.67,22.0,14.0,0.0,0.0,0.0,0.0
Victor Osimhen,Galatasaray,STRIKER,NGA,65.6,122.0,81.0,50.0,2.0,1.0,0.0
Vasilije Adžić,Juventus,UNKNOWN,MNE,65.58,91.0,70.0,33.34,6.0,2.0,3.0
Dominik Kotarski,Copenhagen,GOALKEEPER,CRO,65.5,245.0,161.0,0.0,0.0,0.0,26.0
Ross Sykes,Union SG,UNKNOWN,ENG,65.5,120.0,97.0,0.0,3.0,0.0,4.0
Lukas Hrádecký,Monaco,GOALKEEPER,FIN,65.5,53.0,35.0,0.0,0.0,0.0,6.0
Nicolas Jackson,Bayern München,UNKNOWN,SEN,65.0,110.0,93.0,50.0,2.0,1.0,0.0
Ulrik Saltnes,Bodø/Glimt,UNKNOWN,NOR,65.0,27.0,18.0,0.0,1.0,0.0,0.0
Philipp Köhn,Monaco,GOALKEEPER,SUI,64.75,210.0,134.0,0.0,0.0,0.0,19.0
Gianluca Scamacca,Atalanta,UNKNOWN,ITA,64.5,128.0,85.0,0.0,1.0,0.0,1.0
Ahmed Kutucu,Galatasaray,UNKNOWN,TUR,64.0,11.0,7.0,0.0,1.0,0.0,0.0
Daiki Hashioka,Slavia Praha,DEFENDER,JPN,63.75,47.0,32.0,0.0,0.0,0.0,1.0
Ferran Torres,Barcelona,WINGER,ESP,63.5,60.0,40.0,0.0,2.0,0.0,1.0
Azamat Tuyakbayev,Kairat Almaty,UNKNOWN,KAZ,63.5,32.0,24.0,0.0,1.0,0.0,0.0
Dani Bolt,Qarabağ,UNKNOWN,BRA,63.0,58.0,42.0,0.0,6.0,0.0,0.0
Kasper Dolberg,Ajax,FORWARD,DEN,63.0,40.0,32.0,0.0,2.0,0.0,0.0
Daniele Rugani,Juventus,CENTRE_BACK,ITA,63.0,18.0,15.0,0.0,0.0,0.0,0.0
Lynnt Audoor,Club Brugge,UNKNOWN,BEL,62.67,30.0,27.0,0.0,0.0,0.0,0.0
Toral Bayramov,Qarabağ,CENTRAL_MIDFIELDER,AZE,62.5,43.0,29.0,0.0,2.0,0.0,0.0
Tomáš Chorý,Slavia Praha,STRIKER,CZE,62.43,101.0,64.0,0.0,3.0,0.0,0.0
Liam Delap,Chelsea,UNKNOWN,ENG,62.2,27.0,21.0,50.0,2.0,1.0,0.0
Fedde Leysen,Union SG,CENTRE_BACK,BEL,62.15,151.0,124.0,0.0,2.0,0.0,9.0
Jakub Markovič,Slavia Praha,UNKNOWN,CZE,62.0,60.0,37.0,0.0,0.0,0.0,5.0
Michael Zetterer,Frankfurt,GOALKEEPER,GER,60.8,212.0,130.0,0.0,0.0,0.0,21.0
Richarlison,Tottenham,UNKNOWN,BRA,60.58,73.0,47.0,33.34,3.0,1.0,0.0
Ricardo Mangas,Sporting CP,UNKNOWN,POR,60.0,11.0,3.0,0.0,0.0,0.0,0.0
Stanis Idumbo,Monaco,UNKNOWN,BEL,60.0,5.0,3.0,0.0,0.0,0.0,0.0
Lucas Michal,Monaco,FORWARD,FRA,58.5,7.0,4.0,0.0,0.0,0.0,0.0
Kevin Rodriguez,Union SG,UNKNOWN,ECU,58.34,93.0,60.0,100.0,1.0,1.0,2.0
Mahmoud Dahoud,Frankfurt,CENTRAL_MIDFIELDER,GER,58.0,52.0,42.0,0.0,0.0,0.0,3.0
Magnus Riisnæs,Bodø/Glimt,UNKNOWN,NOR,58.0,19.0,11.0,0.0,0.0,0.0,1.0
Unai Simón,Athletic Club,GOALKEEPER,ESP,57.75,270.0,151.0,0.0,0.0,0.0,48.0
Antonio Vergara,Napoli,FORWARD,ITA,57.75,54.0,40.0,44.45,9.0,4.0,3.0
Mika Biereth,Monaco,UNKNOWN,DEN,57.25,33.0,18.0,0.0,1.0,0.0,0.0
Iñaki Williams,Athletic Club,WINGER,GHA,56.34,36.0,21.0,0.0,4.0,0.0,0.0
Robino Vaz,Marseille,UNKNOWN,FRA,56.25,11.0,8.0,0.0,0.0,0.0,0.0
Louis Patris,Union SG,DEFENDER,BEL,55.8,53.0,35.0,20.0,5.0,1.0,0.0
Viktor Daðason,Copenhagen,UNKNOWN,ISL,55.67,52.0,36.0,100.0,1.0,1.0,0.0
Daniel Maldini,Atalanta,ATTACKING_MIDFIELDER,ITA,55.0,11.0,6.0,100.0,1.0,1.0,0.0
João Correia,Pafos,WINGER,POR,54.0,32.0,26.0,0.0,2.0,0.0,0.0
Ricardinho,Kairat Almaty,UNKNOWN,BRA,54.0,30.0,16.0,100.0,2.0,2.0,0.0
Youssoupha Sanyang,Slavia Praha,UNKNOWN,GAM,53.84,88.0,56.0,0.0,2.0,0.0,2.0
Mauro Icardi,Galatasaray,STRIKER,ARG,53.8,37.0,29.0,0.0,1.0,0.0,0.0
Franjo Ivanović,Benfica,UNKNOWN,CRO,53.29,53.0,35.0,0.0,4.0,0.0,1.0
Brennan Johnson,Tottenham,MIDFIELDER,WAL,53.0,39.0,28.0,100.0,1.0,1.0,0.0
Shandre Campbell,Club Brugge,UNKNOWN,RSA,51.0,16.0,12.0,20.0,5.0,1.0,0.0
Sidny Lopes Cabral,Benfica,DEFENDER,CPV,50.0,7.0,7.0,0.0,5.0,0.0,2.0
Anders Klynge,Bodø/Glimt,UNKNOWN,DEN,50.0,7.0,5.0,0.0,0.0,0.0,0.0
Roman Yaremchuk,Olympiacos,STRIKER,UKR,50.0,4.0,2.0,0.0,0.0,0.0,0.0
Rafael Nel,Sporting CP,FORWARD,POR,50.0,4.0,2.0,0.0,0.0,0.0,0.0
Tadjidine Mmadi,Marseille,FORWARD,FRA,50.0,2.0,1.0,0.0,1.0,0.0,0.0
Kaye Furo,Club Brugge,UNKNOWN,BEL,50.0,2.0,1.0,0.0,0.0,0.0,0.0
Romelu Lukaku,Napoli,STRIKER,BEL,50.0,2.0,1.0,0.0,0.0,0.0,0.0
Alexander Staff,Frankfurt,UNKNOWN,GER,50.0,2.0,1.0,0.0,0.0,0.0,0.0
Ife Ibrahim,Arsenal,MIDFIELDER,ENG,50.0,2.0,1.0,0.0,0.0,0.0,0.0
Mathias Jørgensen,Bodø/Glimt,UNKNOWN,DEN,48.34,21.0,11.0,0.0,4.0,0.0,0.0
Promise David,Union SG,UNKNOWN,CAN,47.15,53.0,28.0,50.0,2.0,1.0,0.0
Kostas Tzolakis,Olympiacos,GOALKEEPER,GRE,44.89,257.0,116.0,0.0,0.0,0.0,26.0
Giorgi Kochorashvili,Sporting CP,UNKNOWN,GEO,41.0,56.0,46.0,0.0,4.0,0.0,1.0
João Rego,Benfica,UNKNOWN,POR,37.5,10.0,6.0,0.0,2.0,0.0,0.0
Michy Batshuayi,Frankfurt,STRIKER,BEL,37.5,8.0,6.0,0.0,0.0,0.0,0.0
Yoane Wissa,Newcastle,FORWARD,COD,34.5,17.0,12.0,0.0,1.0,0.0,0.0
Henrique Araújo,Benfica,STRIKER,POR,33.5,4.0,2.0,0.0,0.0,0.0,0.0
Myron Boadu,PSV,STRIKER,NED,25.0,2.0,1.0,0.0,0.0,0.0,0.0
Salvador Blopa,Sporting CP,DEFENDER,POR,10.0,5.0,1.0,0.0,0.0,0.0,0.0
Endrick,Real Madrid,UNKNOWN,BRA,0.0,1.0,0.0,0.0,0.0,0.0,0.0
José Neto,Benfica,UNKNOWN,POR,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Carlos Martín,Atleti,UNKNOWN,ESP,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Sean Neave,Newcastle,FORWARD,ENG,0.0,0.0,0.0,100.0,1.0,1.0,0.0
Marvin Dills,Frankfurt,MIDFIELDER,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jessic Ngankam,Frankfurt,UNKNOWN,GER,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Samuel Nibombe,Monaco,UNKNOWN,BEL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rodrigo Rêgo,Benfica,FORWARD,POR,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tiago Freitas,Benfica,UNKNOWN,POR,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Ruddy,Newcastle,GOALKEEPER,ENG,0,0,0,0.0,0,0,0
Obed Vargas,Atleti,MIDFIELDER,MEX,0,0,0,0.0,0,0,0
Jannis Bärtl,Bayern München,GOALKEEPER,GER,0,0,0,0.0,0,0,0
Ange Lago,Marseille,FORWARD,CIV,0,0,0,0.0,0,0,0
Tynan Thompson,Tottenham,FORWARD,ENG,0,0,0,0.0,0,0,0
Tye Hall,Tottenham,MIDFIELDER,ENG,0,0,0,0.0,0,0,0
Adedamola Alabi,Newcastle,MIDFIELDER,ENG,0,0,0,0.0,0,0,0
David Spinelli,Napoli,GOALKEEPER,ITA,0,0,0,0.0,0,0,0
Hindrin Najah Chooly,Bodø/Glimt,FORWARD,NOR,0,0,0,0.0,0,0,0
Rayan Ouro Bang Na,Marseille,DEFENDER,FRA,0,0,0,0.0,0,0,0
Eyüp Karasu,Galatasaray,UNKNOWN,TUR,0,0,0,0.0,0,0,0
Anis Doubal,Marseille,DEFENDER,FRA,0,0,0,0.0,0,0,0
Leonard Prescott,Bayern München,GOALKEEPER,GER,0,0,0,0.0,0,0,0
Abdellah Ouazane,Ajax,MIDFIELDER,NED,0,0,0,0.0,0,0,0
Ander Izaguirre,Athletic Club,DEFENDER,ESP,0,0,0,0.0,0,0,0
Adrián Pérez,Athletic Club,FORWARD,ESP,0,0,0,0.0,0,0,0
Jon de Luis,Athletic Club,DEFENDER,ESP,0,0,0,0.0,0,0,0
Youssef Hamoutahar,Union SG,UNKNOWN,BEL,0,0,0,0.0,0,0,0
Mathias Ferrante,Napoli,GOALKEEPER,ITA,0,0,0,0.0,0,0,0
Yusuf Kahraman,Galatasaray,UNKNOWN,TUR,0,0,0,0.0,0,0,0
Ryan Kavuma-McQueen,Chelsea,FORWARD,ENG,0,0,0,0.0,0,0,0
Çağrı Balta,Galatasaray,UNKNOWN,TUR,0,0,0,0.0,0,0,0
Mikkel Bro Hansen,Bodø/Glimt,UNKNOWN,DEN,0,0,0,0.0,0,0,0
Bruno Ramos,Sporting CP,DEFENDER,BRA,0,0,0,0.0,0,0,0
Vince Osuji,Club Brugge,DEFENDER,NGA,0,0,0,0.0,0,0,0
Cassiano Kiala,Bayern München,UNKNOWN,GER,0,0,0,0.0,0,0,0
Luca Williams-Barnett,Tottenham,MIDFIELDER,ENG,0,0,0,0.0,0,0,0
Landon Emenalo,Chelsea,UNKNOWN,ENG,0,0,0,0.0,0,0,0
Danila Buch,Kairat Almaty,UNKNOWN,KAZ,0,0,0,0.0,0,0,0
Bakhtiyar Aldashev,Kairat Almaty,UNKNOWN,KAZ,0,0,0,0.0,0,0,0
Giovanni Leoni,Liverpool,UNKNOWN,ITA,0,0,0,0.0,0,0,0
Mikel Santos,Athletic Club,GOALKEEPER,ESP,0,0,0,0.0,0,0,0
Flávio Gonçalves,Sporting CP,UNKNOWN,POR,0,0,0,0.0,0,0,0
Ilane Toure,Monaco,DEFENDER,FRA,0,0,0,0.0,0,0,0
Yanis Benchaouch,Monaco,GOALKEEPER,FRA,0,0,0,0.0,0,0,0
Tyrone Samba,Man City,UNKNOWN,FRA,0,0,0,0.0,0,0,0
Kornel Misciur,Liverpool,GOALKEEPER,POL,0,0,0,0.0,0,0,0
Niccolò Rizzo,Juventus,DEFENDER,ITA,0,0,0,0.0,0,0,0
